filename	transcription
wavs_123	อวกาศของแอนนูนาคีผู้มาจากนิบิรุตะลุยตามดาวต่างต่างจับตัวผู้คนมาเพิ่มเป็นการเพิ่มประชากรให้แรพไทยเพื่อเป็นอาหารและธาตุทางพลังงานช่วยปั่นพลังงานให้พวกตน พวกแรพไทยบางส่วนกินพลังชีวิตเป็นอาหารเพราะแรพไทยหลายสายพันธุ์ต้องอาศัยการควบคุมมนุษย์ อาศัยพลังชีวิตจากมนุษย์เพื่อการดำรงอยู่ของตนเอง ข้อตกลงผลประโยชน์ของทั้งสองฝ่าย ดอกจันทร์ ชาวแอนนูนาคีได้แหล่งทำเหมืองทองและผลทองออกจากโลกใบนี้เพื่อใช้สำหรับเป็นฉุนวนพลังงานซึ่งถือว่าเป็นทรัพยากรที่ต้องการมากที่สุด ดอกจันทร์ แรพไทยที่อยู่บนโลกได้โลกเป็นบ้านหลังสุดท้ายบ้านตัวเองบนดาวดวงอื่นโดนถล่มราบคาบและเป็นฐานที่มั่นบนดินกราวนา
wavs_124	ล้วนมีชีวิตและจิตวิญญาณอาศัยอยู่ทั้งสิ้น ทั้งที่เป็นกายหยาบ กายละเอียด กายที่โปร่งแสง กายที่ทึบแสง กึ่งโปร่ง กึ่งทึบบ้าง รวมถึงที่สุดคือ เป็นกายพลังงาน The infinite energy ไกรอาร์ ดาวสีฟ้าแสนสวยในระบบสุริยะของแกแล็กซี่ทางช้างเผือกเป็นดาวเด็กน้อยน้องใหม่เมื่อเทียบอายุของจักรวาลแล้วสาวน้อยกายอาเปรียบเสมือนเด็กทารกน้อยที่อายุเพียงแค่ประมาณสองขวบเท่านั้นความงดงามและความร่ำรวยทรัพยากรธรรมชาติของกายอาเป็นศิลปะการออกแบบและสร้างสรรค์ชั้นเลิศของนักวิทยาศาสตร์ กลุ่มวิศวกรสร้างเทคนิคผู้ใช้วิชาออกเค้าแอนแอลเคอร์มีสาดลึกลับทางพลังจิตและการเล่นแร่แปรธาตุนำทีมโดย
wavs_125	โดยสถาปนิกชาวไซเรียนระบบดาวไซเรียนนักสร้างสรรค์ปั้นแต่งกลุ่มนี้สร้างความงดงามโดยใส่วิวทิวทัศน์ทรัพยากรสนามพลังงานที่ห่อหุ้มโลกใบนี้ในชั้นบรรยากาศต่างต่างรวมทั้งระบบโฮโรแกรมของเทคโนโลยีชั้นสูงไว้ที่ดาวดวงนี้จุดมุ่งหมายเพื่อให้เป็นสถานที่พักผ่อนหรือเป็นการสร้างรีสอร์ทไว้ให้กับผู้เดินทางระหว่างดวงดาวได้แวะพักชื่นชมอิ่มเอมกับบรรยากาศชาร์จพลังงานที่บริสุทธิ์ของดาวน้องใหม่และเปิดต้อนรับให้กับผู้ที่มายืนจากทุกระบบดวงดาวใครที่ยังเชื่อทฤษฎีบิ๊กแบงค์อยู่คุณไม่เหมาะที่จะอ่านนิทานเรื่องนี้นะคะ ด้วยดวงดาวน้องใหม่ดวงนี้เป็นดาวทางกายภาพเปิดรับผู้มายืนทุกระบบมิได้อนุญาต
wavs_126	the law of rhythm กฎแห่งจังหวะการเคลื่อนที่ ไม่มีสิ่งใดหยุดนิ่ง ทุกอย่างเคลื่อนที่ เป็นไปอย่างมีจังหวะ ในจักรวาลนี้ ทุกอย่างหมุนเวียนไปตามจังหวะของตัวเอง ดาวเคราะห์ในระบบสุริยะทุกดวง หมุนรอบตัวเอง และโคจรไปรับรอบดวงอาทิตย์ ระบบสุริยะของเราุนรอบกาแล็กซี่กาแล็กซี่ของเราหมุนรอบเอกภพทุกทุกอย่างเคลื่อนที่ไปในจังหวะที่เหมาะสมวิถีแห่งจิตวิญญาณหมุนเวียนสลับไปจากสภาวะหนึ่งเข้าสู่อีกสภาวะหนึ่งจากพลังงานเข้าสู่กายหยาบจังหวะของการหมุนเวียนสร้างความงดงามสร้างความเปลี่ยนแปลงอยู่ตลอดเวลาจากฤดูร้อนเข้าสู่ฤดูฝนแล้วไปต่อยังฤดูหนาวเป็นทุ่งทำนองของธรรมชาติ
wavs_127	ในห้องสัมมนานั้นอย่างซาบซึ้ง ขอให้พวกเราทุกคนที่อ่านโพสต์นี้ลองสมมุติตัวเองเป็นแพทย์หญิงคนนั้นแล้วตอบคำถามที่ป้าถามไปด้วยกันนะคะ 2. แพทย์หญิงจิตอาสาอีกคนหนึ่งเป็นจิตอาสาช่วยเหลือผู้ป่วยในระยะสุดท้ายเล่าเรื่องถึงการทำงานกับกลุ่มจิตอาสาคนอื่น ๆ ซึ่งเป็นระดับผู้จัดที่มีทั้งพระสงฆ์ในระดับผู้นำชุมชนและคารวาสสิ่งที่เธอเล่าคือเธอไม่โอเคมาก ๆ กับการแสดงออกของสงฆ์รูปที่เป็นผู้นำการใส่อารมณ์เสียงดังแสดงวาจาที่ตำหนิคณะแพทย์และพยาบาลรวมถึงคณะทำงานคนอื่น ๆ ในพื้นที่สาธารณะต่อหน้ายาทโยมสร้างความอึดอัดใจให้กับทีมงานเป็นแบบนี้
wavs_128	อะไรก็ตาม ซ้ำกันบ่อยๆ นั่นเป็นการสื่อสารกับเราในอีกรูปแบบหนึ่งนิทานเรื่องตัวเลขของป้าจะเล่าแค่ตัวเลขหนึ่งถึงห้าก่อนนะคะ หนึ่งต่อหนึ่งหนึ่งหนึ่งหนึ่งต่อหนึ่งหนึ่ง เดอะ เว็บอัพคอล ภาษาจักรวาลจะบอกว่าสัญลักษณ์นี้เป็นเสียงเรียกจากดินแดนมหัศจรรย์อันไกลโพ้นเป็นการปลุกจากอีกฝ้าฝั่งที่เราจากมา the mystical real ให้ตื่นขึ้นในระดับจิตวิญญาณให้เราได้รู้จักตัวตนที่แท้จริงของเราว่าเราเป็นใครมาจากไหนมาทำอะไรบนโลกใบนี้ กลุ่มผู้นำทางจิตวิญญาณจะยืนยันมาตลอดว่า หมายเลขหนึ่ง ๆ คือสัญลักษณ์ของผู้มีหน้าที่ถือครบเพลิง สัญลักษณ์ของไลฟ์เวอร์เกอร์ คุณจึงถูกปลุกอย่างหนักเพื่อให้คุณ
wavs_129	แสงสว่าง อมันติ บนยอดเขาของเกาะอันเดล และคนจำนวนเล็กน้อยทอดได้ให้ผู้คนของท่านขึ้นยานบินมาสู่ดินแดนของชาวเคม หมายถึงดินแดนสีดำหรือดินแดนของคนผิวดำ หรืออาจจะเป็นดินแดนที่ยังไม่ได้รับการพัฒนาเป็นผู้ที่ยัังเข้าไม่ถึงแสงสว่างก็ได้ ซึ่งก็คืออียิปต์ในปัจจุบัน การเดินทางมาถึงดินแดนแห่งเคม ทอสได้ประกาศตัวเป็นบุตรพระอาทิตย์ ผู้สงสารจากพระเจ้าและใช้ชีวิตอยู่ในดินแดนแห่งนั้น มาเป็นเวลาเนิ่นนาน ถึงประมาณ 16,000 พ.ค. ก่ารพิจารณาที่สุดในประเทศไทย ท่านก็ได้รับการกระจายการเมืองที่สุดในประเทศไทย และก็ได้รับการกระจายการเมืองที่สุดในประเทศไทย และก็ได้รับการกระจายการเมืองที่สุดในประเทศไทย และก็ได้รับการกระจายการเมืองที่สุดในประเทศไทย และก็ได้รับการกระจายการเมืองที่สุดในประเทศไทย และก็ได้รับการกระจายการเมืองที่สุดในประเทศไทย และก็ได้รับการกระจายการเมืองที่สุดในประเทศไทย และก็ได้รับการกระจายการเมืองที่สุดในประเทศไทย และก็ได้รับการกระจายการเมืองที่สุดในประเทศไทย และก็ได้รับการกระจายการเมืองที่สุดในประเทศไทย และก็ได้รับการกระจายการเมืองที่
wavs_130	พระบารมีปกป้องคุ้มครองอยู่ตลอดเวลาและมหาบารมีนั้นยังช่วยแผ่รัศมีให้กับเหล่าพลังงานตกค้าง เรียกผีก็ได้นะน้องได้ความสุขและความกล้าชนกับสิ่งที่น้องเรียกว่าผีเพราะน้องรับรู้ได้ถึงพลังรักอันยิ่งใหญ่และพลังเมตตาที่ส่องสว่างไปถึงพวกเขา เพราะจิตน้องเกาะติดกับพุทธานุสติเรียบร้อยแล้ว จนเป็นว่าสีละละละรอดไปหนึ่งเคสอย่างมีความสุข สรุปคุรุของน้องคือผี สาดมืดโจมตี คนนี้เป็นฝ่ายมืดหรือเปล่าเรื่องนี้ไม่ใช่เรื่องของคนคนเดียวแต่เป็นเรื่องของหลายสิบคนที่ป้ารับฟังมาจากโค้ชชี่หลายหลายคนมักจะเอาคำสอนของครุฑท่านอื่นบทเรียนในห้อง
wavs_131	สิ่งที่คุณควรจะต้องทำเมื่อเห็นสัญญานี้ เริ่มเปลี่ยนชีวิตของคุณทีละน้อยมาเพื่อช่วยให้คุณเลือกในสิ่งที่ถูกต้องซึ่งคุณอาจจะตัดสินใจผิดพลาดมาก่อนในขณะที่คุณกำลังเผชิญกับความลำบาก สร้างความสดชื่นให้กับตัวเองอย่าคิดถึงความทรงจำเชิงลบหรือสิ่งที่เป็นอันตราย เชื่อใจตัวเอง หากคุณอยู่ในเหตุการณ์บางอย่างที่คุณเชื่อว่ากำลังลากคุณลง ผู้พิทักษ์บอกว่า เชื่อมั่นในการตัดสินใจของคุณ และคุณต้องมั่นใจในตัวเองทุกๆช่วงเวลาของชีวิต เตือนให้คุณระวังบุคคลอันตราย ให้เว้นระยะความสัมพันธ์ของคุณกับคุณต้องมั่นใจในตัวเองทุกๆช่วงเวลาของชีวิต เตือนให้คุณระวังบุคคลอันตรายให้เว้นระยะความสัมพันธ์ของคุณกับพวกเขา ขอให้คุณใช้เวลาอยู่กับคนที่คุณรักและรักคุณอย่างแท้จริง เมื่อมีปัญหาด้านความสัมพันธ์
wavs_132	ภาพประกอบหน้า 108 และ 109 เป็นภาพขาวดำ มีผู้หญิงและผู้ชายยืนอยู่บนชายหาดและมองท้องฟ้า ซึ่งมีตัวเลขและดาวระยิบระยับมากมาย และมีข้อความว่า พลังแห่งตัวเลขเพื่อการสื่อสารจากผู้พิทักษ์ความหมายของ ศูนย์ ศูนย์ ศูนย์ ศูนย์ หน้า 110 the sheath network new morology meaning ศูนย์ ศูนย์ ศูนย์ ศูนย์ ศูนย์ หน้าหนึ่งร้อยสิบ the cheap network นีวโมโลจี มีนิ่ง ศูนย์ ศูนย์ ศูนย์ ศูนย์ สัญลักษณ์นี้มีความหมายที่ยิ่งใหญ่มากลักษณะของตัวเลขไม่มีจุดเริ่มต้นและไม่มีจุดสิ้นสุดเป็นตัวเลขที่มีพลังซึ่งสามารถเพิ่มเข้าไปต่อท้ายได้ในทุกตัวจะทำให้จำนวนของตัวเลขนั้นทวีค่า ในส่วนของ Angelic numbers คือ zero point หรือจุดเริ่มต้นก่อนการก่อกำเนิดของสรรพสิ่ง ล
wavs_133	พลังงานทั้งกายหยาบและกายทิพย์ ป้าแพม ไรท์ เจนิเตอร์ ภาริน อิ่ม บุญ พิทักษ์
wavs_134	พัฒนายกระดับจิตและสัญชาตญาณการตื่นรู้จากภายใน ความสามารถด้านการใช้พลังจิตเป็นตัวเลขที่บ่งบอกถึงความสนใจใคร่รู้ในเรื่องของปรัชญา ศาสนาและความรู้นอกกรอบที่มุ่งเน้นไปทางด้านการบำบัดเยียวยารักษาตามวิธีธรรมชาติเป็นสัญลักษณ์ของตำนาน พิธีกรรม ความสงบสุขทางอารมณ์ ความแข็งแกร่งจากภายใน ความพากเพียรในการแบกรับเรื่องราวได้อย่างรวดเร็ว เป็นเลศของผู้ที่มีสายตายาวไกล และเป็นอิสระทางความคิด อิทธิพลของหมายเลขนี้ยังส่งผลครอบคลุมไปถึง การคิดวิเคราะห์ทางจิต ศาสตร์ด้านการเล่นแลกแปรธาตุ ผู้เชี่ยวชาญด้านการประดิษฐ์ ส่วนใหญ่จะเป็นหมายเลขประจำตัวของพวกนักเขียน นักคิด และนักบำบัดแบบวิธีธรรมชาติ นักจิตวิวัฒน์
wavs_135	กาแล็กซี่ ระบบสุริยะ ดาวโลก เราเห็นได้ชัดเจนกับการควบคุมพลังงานที่เรียกว่า เรียกว่าธรรมชาติหรือพระเจ้า ควบคุมพลังงานหมุนเวียน การคงอยู่ และขยายตัวหมุนเวียนโคจรของระบบต่างต่างให้เป็นไปอย่างมีระเบียบ เรื่องกายมนุษย์คือการจำลองของจักรวาลภายในขอแยกย่อยให้เกิดความชัดเจนค่ะเราคืออนุภาคที่เล็กที่สุดในเอกภพและเป็นอนุภาคที่ใหญ่ที่สุดในจักรวาลของตัวเอง พลังงานที่ควบคุมร่างกายคือพลังความคิดในระดับสมองออกแบบรูปร่างควบคุมระบบการทำงานของต่อมไร้ท่ออวัยวะทุกส่วนในร่างกายรวมไปถึงเซลล์และส่วนที่แยกย่อยที่สุดในระดับซับอะตอมและภายในช่องว่างของอนุภาคที่เล็กที่สุดมีสนามโปรตีน
wavs_136	คุณพร้อมแล้วสำหรับการเข้าสู่การยกระดับซึ่งมีการเลื่อนขึ้นสู่เลเวลใหม่ บางคนอาจจะมองว่าโชคชะตากำลังจะพาไปในทิศทางไหน ขอให้เชื่อมั่นในจักรวาลที่จะนำคุณไปสู่วิถีที่ดีงามเพื่อพาคุณเข้าไปใกล้กับพันธกิจของจิตวิญญาณได้เร็วขึ้น 2. จักรวาลมีการจัดสรรสิ่งที่ดีเหมาะสมสำหรับคุณอยู่แล้วในบางครั้งที่ชีวิตของคุณสะดุดขอให้รู้ไว้เถอะว่ามันเป็นการสร้างสถานการณ์เพื่อให้เกิดสิ่งใหม่ที่จะเตรียมไว้สำหรับคุณขอให้คุณยอมรับความจริงอยู่ตรงหน้าแทนที่จะดันทุรังเพื่อไขว้คว้าในสิ่งที่ไม่ใช่ให้โอกาสจักรวาลได้จัดสรรสิ่งที่ใช่ให้กับคุณ 3 การให้อภัยเป็นการเปลี่ยนชีวิตและอนาคตสิ่งที่คุณส่งออกไปสู่จักรวาลคือสิ่งที่จะย้อนต่อไป
wavs_137	สามารถรู้จักตัวตนที่แท้จริงของตัวเองและยังคงอยู่ด้วยความไม่รู้ต่อไป จนมาถึงยุคกลางที่ความเลวร้ายของการต่อสู้ฆ่าฟันผู้คนต่างเชื้อชาติและการรบระหว่างศาสนารุนแรงมนุษย์ฆ่าฟันชีวิตกันเองยิ่งกว่าผลักปลาจิตวิญญาณของโลกใบนี้คือไก่อา ขยับตัวเองปรับเปลี่ยนเพื่อความสมดุลไปหลายครั้ง แต่มนุษย์ที่ถูกควบคุมก็ยังไม่สามารถรู้สึกตัวเองได้ เมื่อกายอาท้อและสิ้นหวังกับมนุษย์ เธอจึงตัดสินใจทิ้งโลกมนุษย์เมื่อยุคกลางไปถึง 517 ปี เพื่อให้ดาวโลกมนุษย์เป็นดวงดาวที่ตายแล้วโดยปราศจากจิตวิญญาณและให้ธาตุต่างๆ ค่อยๆ สลายไปเองเหมือนดาวที่ถูกทิ้งร้างดวงอื่นในที่สุดสมาพันธ์แสงสว่าง
wavs_138	จากที่อื่นมาเล่าให้ฟังและมีคำถามกลับมาว่า ใช่ไหมป้าถูกไหมป้าทำไมเขาพูดอย่างนี้ ทำไมเขาสอนแบบนี้ งูเตรูใช่ไหมหนูกำลังโดนเขาครอบจิตและถูกใช้ร่างหรือเปล่า ขีดป้ายิงคำถามกลับไปเช่นเดิม อันไหนที่ชอบ อันไหนที่ไม่ชอบ เรื่องไหนที่รู้สึกว่าใช่ แล้วเรื่องไหนที่รู้สึกว่าไม่ใช่ การสื่อสารเป็นเรื่องของคุรุท่านนั้น รับเอาหรือวางไว้ตรงนั้น มันเป็นเรื่องของเรา ป้ามีแบบฝึกหัดง่ายๆให้กับโค้ชชี่ของป้าคือ ให้หายใจเข้าลกๆหายใจออกยาวๆเพื่อการเคลียร์ลมหายใจหยาบ 3-5 ชุดลมหายใจโดยไม่ต้องกักลมดึงลมหายใจเป็นสายเข้ามาลากลงไปให้ถึงช่วง
wavs_139	ในช่วงแรกหลังน้ำท่วมใหญ่ ชาวแอนนูนาคี ดิแอนนูนาคี ออฟนิบิรุ เป็นพันธมิตรที่ดีของแรพไทย ตอนหลังเริ่มจะไม่ไหวกับความแสบสั่นของพวกคุณเธอ พี่แอนนูนาคีของเราก็เลยบ๊ายบายย้ายข้าง เนื่องจากชาวแอนนูนาคีเกิดความแปลกแยกกันเอง ถงกับสู้รบกันภายในจากการเป็นพันธมิตรครั้งนี้ ในที่สุดแอนนูนาคีก็ยุติบทบาทความเป็นแนวร่วมและย้ายข้างแบบถาวรและส่งพรรคพวกฝ่ายแสงของตนเองลงพื้นที่ดัดหลังแรพไทยซะเลย ดูเพิ่มเติมในตำนานเทพเจ้าของอียิปต์ และมีสตาซิสต์จำนวนไม่น้อยที่เป็นชาวแอนนูนาคีมาเพื่องานยกระดับจิตในครั้งนี้ เหตุการณ์เช่นนี้ดำเนินไปกับเผ่าพันธุ์มนุษย์มาหลายพันปี โดยที่มนุษย์ไม่ใช่แก่พระราชดำรงสมบัติ
wavs_140	ความคิดของคุณพลังไม่ธรรมดา การสื่อสารจากผู้พิทักษ์เพื่อจะบอกคุณว่าคุณอยู่บนเส้นทางที่ถูกต้องขอให้เชื่อในความฝันของตัวเองคุณมีศักยภาพสูงพอที่จะสร้างฝันของคุณให้เป็นจริง 1212 หมายถึงความก้าวหน้าทางโลกและการพัฒนาที่ดียิ่งขึ้นทางจิตวิญญาณสิ่งที่เป็นเหตุและเป็นผลจะค่อยค่อยปรากฏออกมาให้คุณมองเห็นความงดงามของสิ่งต่างต่างรอบตัวโดยไม่ต้องมองผ่านแว่นสีชมพูด้านความรู้สึกคุณได้รับการปรับจูนและสร้างตัวตนขึ้นมาใหม่เป็นคนใหม่ที่สามารถขับเคลื่อนแรงปรารถนาของตัวเองด้วยพลังบวกให้ออกมาสู่ความเป็นรูปธรรมได้เร็วขึ้นทำในสิ่งที่คุณรักและศรัทธา
wavs_141	อุปมาเปรียบได้ก็คือจิตอันยิ่งใหญ่คือพลังงานที่ควบคุมการทำงานของระบบเอกภพทั้งหมด ถึงตรงนี้พวกเราหลายคนเข้าใจว่านั่นคือพลังธรรมชาติ คือพลังงานของพระผู้สร้างแต่จะเรียกอะไรก็ตามในภาษาของคัมภีร์มรกตเรียกพลังงานนี้ว่าหนึ่งเดียว ดิออล พลังงานแห่งจิตอันยิ่งใหญ่นี้มีอยู่ในทุกๆสิ่ง หนึ่งเดียวได้ออกแบบระบบที่มีอยู่ในเอกพบทั้งที่มองเห็นและมองไม่เห็นด้วยตาเนื้อของมนุษย์ สิ่งที่ปรากฏขึ้นในสายตาทั้งที่มีชีวิตและไม่มีชีวิต เริ่มต้นจากการเป็นสภาวะะที่ปราศจากตัวตนหรือสภาวะไร้ลักษณ์ ฟอร์มเลดและในความเป็นจริงของทุกสรรพสิ่งที่เกิดขึ้นปราศจากรูปแบบและก่อตัวเป็นรูปจากใหญ่ไปหาเล็กเริ่มจากเอกพล
wavs_142	ปกในหน้าหนึ่ง พื้นตกสีดำ มีรูปผู้หญิงนั่งอ่านหนังสือ และมีลำแสงสีขาวแผ่ออกมาจากหนังสือ และมีข้อความว่า เดอะสตอรี่ คัมภีร์ปัญญาญาณแห่งการตื่นรู้ ปกในหน้าสอง เดอะสตอรี่ คัมภีร์ปัญญาญาณแห่งการตื่นรู้ ไอเอสบีเอ็น เก้าเจ็ดแปด ขีดหกหนึ่งหก ขีดแปดสองศูนย์สอง ขีดศูนย์ห้า ขีดศูนย์ หนังสือ คัมภีร์ปัญญาญาณแห่งการตื่นรู้ ผู้แต่ง ภริน อิ่ม บักษ์ออกแบบปกและรูปเล่นวาสนามชรีภาพประกอบ พิกซ่าเบย์ดอทคอมพิมพ์ครั้งที่หนึ่งกรกฎาคมพุทธศักราชสองพันห้าร้อย
wavs_143	สารบรรณ หัวข้อนิทานชาวดาว หัวข้อย่อย เดอะสตาร์ซีสมะเร็ดพันธุ์แห่งดวงดาว ตอนที่หนึ่ง เดอะสตาร์ซีสมะเร็ดพันธุ์แห่งดวงดาว หน้ายี่สิบ ตอนที่สอง เดอะเฟิร์สแกแล็กติกวอลล์แอดไลล่า สงครามแกแล็กซี่ครั้งแรกที่ระบบดาวไลล่า หน้ายี่สิบห 3 The Circle Galactic Wall at Oreon สงครามแกแล็กซี่ครั้งที่ 2 ที่ Oreon หน้า 32 ตอนที่ 4 A Viral of Pliadian and Returning of Cyan-Orient เมื่อ Pliadian มาถึงพร้อมการหวนคืนพันธมิตรไซเรียน หน้า 40 ตอนที่ 5 a viral of planet x เมื่อนิบิรุโคจรมาถึงระบบสุริยะ หน้า 48
wavs_144	ก็จะเปิดขึ้นสำหรับคุณ หน้าหนึ่งร้อยเจ็ดสิบห้า สองศูนย์สองศูนย์ ศูนย์สองศูนย์สองบทส่งท้าย ศูนย์เป็นสัญลักษณ์ของความร่างเปล่าอิสรภาพเหนือข้อจำกัดของโลกทางกายภาพนี้ ศูนย์สะท้อนการสั่นสะเทือนทางพลังงานของความเป็นนิรันดร์เอกภาพความเป็นหนึ่งเดียว วงจรรอบต่อไปความไม่แน่นอนที่อาจจะเกิดขึ้นการเริ่มต้นทางจิตวิญญาณ สูญหมายถึงให้คุณฟังสัญชาตญาณและตัวตนของคุณเองในมิติเบื้องสูงสรุปก็คือสูญเป็นสัญลักษณ์ของการเป็นหนึ่งเดียวเป็นสัญลักษณ์ของการปราศจากเครื่องสินต่างต่างและเป็นศักยภาพสูงสุดไร้เหตุจำกัด สอง สองขั้วตรงกันข้าม the number of quality ตัวเลขในการปรับจูนเพื่อเข้าสู่ความสมดุลของขั้วตรงกันข้าม
wavs_145	สำนักงานใหญ่ของเอ็มเอ็มเอสตั้งอยู่ที่โตรนโต้แคนาดาไม่ได้แปะลิงก์ไว้ให้นะคะเข้าไปเสิร์ชหาเองสำหรับคนที่ต้องการข้อมูลเพิ่มเติมแต่บอกเลยว่าแพงมากแต่ละคลาสประมาณสามพันเหรียญขึ้นไปตอนหน้าจะเริ่มนำปรัชญามาเล่าให้อ่านกันนะ แม่หนึ่งร้อยแปดสิบแปด หัวข้อทอสทำความรู้จักบิดาแห่งสรรพวิชา คัมภีร์มรกตแผ่นที่หนึ่งได้กล่าวถึงที่มาของทอสว่าท่านเป็นปราชญ์หรือนักบวชที่เติบโตมาในวิหารแห่งอมันติในเมืองคีออร์ อันรุ่งเรืองตั้งอยู่บนเกาะอันเดลเกาะหนึ่งในสิบของหมู่เกาะแอร์แลนติสในตำนานบอกว่ากษัตริย์ผู้ปกครองทั้งสิบเกาะเป็นโอรสแฝดห้าคู่ของเทพเจ้าแห่งท้องทะเลโพไซดอน
wavs_146	เวลาที่เราจัดจูนตัวเองให้สอดคล้องกับท่วงทำนองของธรรมชาติแล้วหรือยังคำแนะนำที่ชัดเจนของกฎข้อนี้ก็คือ หนึ่งปรับเปลี่ยนชีวิตของเราเข้าสู่โหมดสอดคล้องกับจังหวะธรรมชาติขยับเข้ามาสู่การเป็นหนึ่งของทั้งหมด the part of the all all one ใน สองแยกแยะให้ชัดเจนว่าช่วงเวลาไหนควรหยุดนิ่งและช่วงเวลาไหนควรจะไปต่อแบบเชิงรุก เพราะอาจจะมีบางครั้งที่เรารู้สึกว่าอารมณ์บ่อยจอย ช่วงเวลาที่ไม่ดีและไม่ปลอดโปร่งเอาซะเลยคือสัญญาณของช่วงเวลาที่เราจะต้องนิ่ง time for passive and active 3 หยุดคาดหวังว่าดอกไม้จะเบ่งบานทั้งปีสัตว์บางชนิดยังต้องมีเวลาจำศีลในช่วงฤดูหนาว
wavs_147	อูนซือใหญ่อาคอนที่ปรึกษาตัวแสบจากกาแล็กซี่โอเรียอนน่าจะเรียกว่าโจโฉ ของ แรปทีเรียนก็ได้เป้าหมายคือใช้แอตแลนเจียนโจมตียึดครองเลอมูเรีย ปฏิบัติการทำลายล้างเลอมูเรียนั้นเริ่มโดยการใช้กลุ่มที่มีทักษะในการปกครองและล้างสมองคนชั้นสูงเข้าแทรกซึมในชนชั้นผู้ปกครองและนักวิทยาศาสตร์ของแอตเลนเทียนใส่แนวคิดของการควบคุมแบบเบ็ดเสร็จและการปกครองแบบมีผู้นำมีอำนาจสูงสุดมาอยู่ที่แอตเลนเทียนสงครามระหว่างสองทวีปเกิดขึ้นการสะสมอาวุธทำลายล้างของทางฝ่ายแอร์เลนเทียนมีมากกว่า ผลจากสงครามสองทวีปคือเลอมูเรียจมลงสู่ก้นมหาสมุทรสร้างความสูญเสียต่อชีวิตของชาวหมู่มากกว่า
wavs_148	อันนี้ให้ทุกคนลองพิจารณาดูถ้าคำตอบของเราคือ ได้ นั่นคือเราสอบผ่าน แต่ถ้าบอกว่าก็ได้นะฉันปล่อยวางแล้ว แต่เรายังรู้สึกแน่นหน้าอกจุกที่คอหอยอยู่นั่นคือ สอบตกค่ะ มองย้อนดูเรื่องราวหรือเหตุการณ์ที่เกิดขึ้นในชีวิตเราเรื่องหนักหนักที่นำความเจ็บปวดล้วนมาเพื่อเราส่งเสริมเราเพื่อให้เรากลายเป็นคนใหม่ที่เข้มแข็งยิ่งขึ้นคุณคนที่ผ่านแล้วคุณจะรู้ว่า อ๋อ เล่นกันอย่างนี้นี่เอง แล้วไงต่อ What is next ขอให้ทุกคนเป็นพร้อมที่จะรับบทเรียนบทต่อไป to be the best version of your
wavs_149	ทำให้ตัวคุณเองเบาสบายปราศจากพันธนาการเป็นสัญญาณที่บอกคุณว่าทุกทุกอย่างมีสองด้านเพื่อถ่วงดุลกันและกันเสมอบวกและลบฟ้าหลังฝนที่งดงามรอคุณอยู่กล้าที่จะเริ่มต้นอีกทีและอีกครั้งเมื่อนั้นโอกาสในการเริ่มต้นใหม่กับชีวิตที่คุณกำลังค้นหาก็ตามมา หนึ่งหนึ่งสามสามข้อความจากผู้พิทักษ์ที่บอกว่าพวกเขาสนับสนุนคุณเป็นตัวเลขทรงพลังที่สุดอีกคู่หนึ่งที่ต้องการบอกให้คุณเชื่อมั่นว่าการเริ่มต้นใหม่ของคุณนั้นอยู่ภายใต้การดูแลของสิ่งศักดิ์สิทธิ์วางใจในเรา เทพผู้พิทักษ์และสิ่งศักดิ์สิทธิ์ที่คอยเดิน กิน พูดเหมือนกับคุณช่วยคุณในการมองโลกในแง่ดี
wavs_150	ที่เป็นผู้ทำงานเบื้องหลังและดูแลผลงานโดยไม่คาดหวังผลตอบแทน 1616 ข้อความจากผู้พิทักษ์เพื่อจะบอกให้คุณยกระดับความคิดด้านบวกของคุณให้สูงขึ้น ขอให้คุณเห็นความสำคัญกับอารมณ์ที่เกิดขึ้นกับปัญหาภายในครอบครัวและสภาพแวดล้อมภายในบ้านคุณเอง บอกให้คุณรู้ว่าบ้านของคุณตอนนี้ต้องการการเปลี่ยนแปลงพลังงาน ด้วยการจัดการปรับปรุงบางอย่างและเคลียร์ด้านความสัมพันธ์กับบุคคลในครอบครัว ดูแลความเป็นระเบียบในฐานะบุคคลที่เป็นพลังงานใหม่ ให้คุณพาความกระตือรือร้นที่จะปรับปรุงการใช้ชีวิต ส่งพลังบวกหรือความสมดุลให้กับครอบครัวและสิ่งแวดล้อมของคุณ โดยไม่ลืมที่จะเดินอยู่บนเส้นทางของตัวเองอย่างกล้าหาญ
